i:      0, sim time:  0.000, wall time:  0 seconds, Δt:  0.0101, advective CFL: 0.00e+00, diffusive CFL: 1.43e-02
i:  409750, sim time:  3658.375, wall time: 1.227 hours, Δt:  0.0080, advective CFL: 5.00e-01, diffusive CFL: 1.13e-02
i:  409760, sim time:  3658.454, wall time: 1.227 hours, Δt:  0.0080, advective CFL: 5.00e-01, diffusive CFL: 1.13e-02
i:  409770, sim time:  3658.534, wall time: 1.227 hours, Δt:  0.0080, advective CFL: 5.00e-01, diffusive CFL: 1.13e-02
i:  409780, sim time:  3658.614, wall time: 1.228 hours, Δt:  0.0080, advective CFL: 4.99e-01, diffusive CFL: 1.13e-02
i:  409790, sim time:  3658.694, wall time: 1.228 hours, Δt:  0.0080, advective CFL: 4.97e-01, diffusive CFL: 1.13e-02
i:  409800, sim time:  3658.774, wall time: 1.228 hours, Δt:  0.0081, advective CFL: 5.00e-01, diffusive CFL: 1.14e-02
i:  409810, sim time:  3658.854, wall time: 1.228 hours, Δt:  0.0081, advective CFL: 4.97e-01, diffusive CFL: 1.14e-02
i:  409820, sim time:  3658.935, wall time: 1.228 hours, Δt:  0.0081, advective CFL: 4.95e-01, diffusive CFL: 1.14e-02
i:  409830, sim time:  3659.008, wall time: 1.228 hours, Δt:  0.0081, advective CFL: 4.92e-01, diffusive CFL: 1.14e-02
i:  409840, sim time:  3659.089, wall time: 1.228 hours, Δt:  0.0081, advective CFL: 4.88e-01, diffusive CFL: 1.14e-02
i:  409850, sim time:  3659.169, wall time: 1.228 hours, Δt:  0.0083, advective CFL: 5.00e-01, diffusive CFL: 1.18e-02
i:  409860, sim time:  3659.252, wall time: 1.228 hours, Δt:  0.0083, advective CFL: 4.97e-01, diffusive CFL: 1.18e-02
i:  409870, sim time:  3659.335, wall time: 1.228 hours, Δt:  0.0083, advective CFL: 4.93e-01, diffusive CFL: 1.18e-02
i:  409880, sim time:  3659.419, wall time: 1.228 hours, Δt:  0.0083, advective CFL: 4.89e-01, diffusive CFL: 1.18e-02
i:  409890, sim time:  3659.502, wall time: 1.228 hours, Δt:  0.0083, advective CFL: 4.85e-01, diffusive CFL: 1.18e-02
i:  409900, sim time:  3659.585, wall time: 1.228 hours, Δt:  0.0086, advective CFL: 5.00e-01, diffusive CFL: 1.22e-02
i:  409910, sim time:  3659.671, wall time: 1.228 hours, Δt:  0.0086, advective CFL: 4.96e-01, diffusive CFL: 1.22e-02
i:  409920, sim time:  3659.758, wall time: 1.228 hours, Δt:  0.0086, advective CFL: 4.92e-01, diffusive CFL: 1.22e-02
i:  409930, sim time:  3659.844, wall time: 1.228 hours, Δt:  0.0086, advective CFL: 4.88e-01, diffusive CFL: 1.22e-02
i:  409940, sim time:  3659.930, wall time: 1.228 hours, Δt:  0.0086, advective CFL: 4.85e-01, diffusive CFL: 1.22e-02
i:  409950, sim time:  3660.009, wall time: 1.228 hours, Δt:  0.0090, advective CFL: 5.00e-01, diffusive CFL: 1.27e-02
i:  409960, sim time:  3660.098, wall time: 1.228 hours, Δt:  0.0090, advective CFL: 4.96e-01, diffusive CFL: 1.27e-02
i:  409970, sim time:  3660.188, wall time: 1.228 hours, Δt:  0.0090, advective CFL: 4.92e-01, diffusive CFL: 1.27e-02
i:  409980, sim time:  3660.278, wall time: 1.228 hours, Δt:  0.0090, advective CFL: 4.88e-01, diffusive CFL: 1.27e-02
i:  409990, sim time:  3660.367, wall time: 1.228 hours, Δt:  0.0090, advective CFL: 4.85e-01, diffusive CFL: 1.27e-02
i:  410000, sim time:  3660.457, wall time: 1.228 hours, Δt:  0.0093, advective CFL: 5.00e-01, diffusive CFL: 1.32e-02
i:  410010, sim time:  3660.550, wall time: 1.228 hours, Δt:  0.0093, advective CFL: 4.96e-01, diffusive CFL: 1.32e-02
i:  410020, sim time:  3660.643, wall time: 1.228 hours, Δt:  0.0093, advective CFL: 4.92e-01, diffusive CFL: 1.32e-02
i:  410030, sim time:  3660.736, wall time: 1.228 hours, Δt:  0.0093, advective CFL: 4.89e-01, diffusive CFL: 1.32e-02
i:  410040, sim time:  3660.829, wall time: 1.228 hours, Δt:  0.0093, advective CFL: 4.85e-01, diffusive CFL: 1.32e-02
i:  410050, sim time:  3660.923, wall time: 1.228 hours, Δt:  0.0097, advective CFL: 5.00e-01, diffusive CFL: 1.37e-02
i:  410060, sim time:  3661.010, wall time: 1.228 hours, Δt:  0.0097, advective CFL: 4.97e-01, diffusive CFL: 1.37e-02
i:  410070, sim time:  3661.106, wall time: 1.228 hours, Δt:  0.0097, advective CFL: 4.93e-01, diffusive CFL: 1.37e-02
i:  410080, sim time:  3661.203, wall time: 1.228 hours, Δt:  0.0097, advective CFL: 4.90e-01, diffusive CFL: 1.37e-02
i:  410090, sim time:  3661.300, wall time: 1.228 hours, Δt:  0.0097, advective CFL: 4.87e-01, diffusive CFL: 1.37e-02
i:  410100, sim time:  3661.396, wall time: 1.228 hours, Δt:  0.0100, advective CFL: 5.00e-01, diffusive CFL: 1.41e-02
i:  410110, sim time:  3661.496, wall time: 1.228 hours, Δt:  0.0100, advective CFL: 4.97e-01, diffusive CFL: 1.41e-02
i:  410120, sim time:  3661.596, wall time: 1.228 hours, Δt:  0.0100, advective CFL: 4.94e-01, diffusive CFL: 1.41e-02
i:  410130, sim time:  3661.696, wall time: 1.228 hours, Δt:  0.0100, advective CFL: 4.91e-01, diffusive CFL: 1.41e-02
i:  410140, sim time:  3661.796, wall time: 1.228 hours, Δt:  0.0100, advective CFL: 4.88e-01, diffusive CFL: 1.41e-02
i:  410150, sim time:  3661.896, wall time: 1.228 hours, Δt:  0.0102, advective CFL: 5.00e-01, diffusive CFL: 1.44e-02
i:  410160, sim time:  3661.997, wall time: 1.228 hours, Δt:  0.0102, advective CFL: 5.11e-01, diffusive CFL: 1.44e-02
i:  410170, sim time:  3662.092, wall time: 1.228 hours, Δt:  0.0102, advective CFL: 5.21e-01, diffusive CFL: 1.44e-02
i:  410180, sim time:  3662.193, wall time: 1.228 hours, Δt:  0.0102, advective CFL: 5.34e-01, diffusive CFL: 1.44e-02
i:  410190, sim time:  3662.295, wall time: 1.228 hours, Δt:  0.0102, advective CFL: 5.48e-01, diffusive CFL: 1.44e-02
i:  410200, sim time:  3662.397, wall time: 1.228 hours, Δt:  0.0090, advective CFL: 5.00e-01, diffusive CFL: 1.28e-02
i:  410210, sim time:  3662.487, wall time: 1.228 hours, Δt:  0.0090, advective CFL: 5.14e-01, diffusive CFL: 1.28e-02
i:  410220, sim time:  3662.577, wall time: 1.229 hours, Δt:  0.0090, advective CFL: 5.28e-01, diffusive CFL: 1.28e-02
i:  410230, sim time:  3662.667, wall time: 1.229 hours, Δt:  0.0090, advective CFL: 5.43e-01, diffusive CFL: 1.28e-02
i:  410240, sim time:  3662.758, wall time: 1.229 hours, Δt:  0.0090, advective CFL: 5.58e-01, diffusive CFL: 1.28e-02
i:  410250, sim time:  3662.848, wall time: 1.229 hours, Δt:  0.0079, advective CFL: 5.00e-01, diffusive CFL: 1.12e-02
i:  410260, sim time:  3662.927, wall time: 1.229 hours, Δt:  0.0079, advective CFL: 5.10e-01, diffusive CFL: 1.12e-02
i:  410270, sim time:  3663.000, wall time: 1.229 hours, Δt:  0.0079, advective CFL: 5.18e-01, diffusive CFL: 1.12e-02
i:  410280, sim time:  3663.079, wall time: 1.229 hours, Δt:  0.0079, advective CFL: 5.25e-01, diffusive CFL: 1.12e-02
i:  410290, sim time:  3663.158, wall time: 1.229 hours, Δt:  0.0079, advective CFL: 5.31e-01, diffusive CFL: 1.12e-02
i:  410300, sim time:  3663.236, wall time: 1.229 hours, Δt:  0.0074, advective CFL: 5.00e-01, diffusive CFL: 1.04e-02
i:  410310, sim time:  3663.310, wall time: 1.229 hours, Δt:  0.0074, advective CFL: 5.02e-01, diffusive CFL: 1.04e-02
i:  410320, sim time:  3663.384, wall time: 1.229 hours, Δt:  0.0074, advective CFL: 5.02e-01, diffusive CFL: 1.04e-02
i:  410330, sim time:  3663.457, wall time: 1.229 hours, Δt:  0.0074, advective CFL: 5.01e-01, diffusive CFL: 1.04e-02
i:  410340, sim time:  3663.531, wall time: 1.229 hours, Δt:  0.0074, advective CFL: 4.96e-01, diffusive CFL: 1.04e-02
i:  410350, sim time:  3663.604, wall time: 1.229 hours, Δt:  0.0075, advective CFL: 5.00e-01, diffusive CFL: 1.07e-02
i:  410360, sim time:  3663.680, wall time: 1.229 hours, Δt:  0.0075, advective CFL: 4.90e-01, diffusive CFL: 1.07e-02
i:  410370, sim time:  3663.755, wall time: 1.229 hours, Δt:  0.0075, advective CFL: 4.77e-01, diffusive CFL: 1.07e-02
i:  410380, sim time:  3663.830, wall time: 1.229 hours, Δt:  0.0075, advective CFL: 4.61e-01, diffusive CFL: 1.07e-02
i:  410390, sim time:  3663.905, wall time: 1.229 hours, Δt:  0.0075, advective CFL: 4.43e-01, diffusive CFL: 1.07e-02
i:  410400, sim time:  3663.981, wall time: 1.229 hours, Δt:  0.0083, advective CFL: 4.92e-01, diffusive CFL: 1.17e-02
i:  410410, sim time:  3664.058, wall time: 1.229 hours, Δt:  0.0083, advective CFL: 5.18e-01, diffusive CFL: 1.17e-02
i:  410420, sim time:  3664.141, wall time: 1.229 hours, Δt:  0.0083, advective CFL: 5.34e-01, diffusive CFL: 1.17e-02
i:  410430, sim time:  3664.223, wall time: 1.229 hours, Δt:  0.0083, advective CFL: 5.42e-01, diffusive CFL: 1.17e-02
i:  410440, sim time:  3664.306, wall time: 1.229 hours, Δt:  0.0083, advective CFL: 5.46e-01, diffusive CFL: 1.17e-02
i:  410450, sim time:  3664.389, wall time: 1.229 hours, Δt:  0.0076, advective CFL: 5.00e-01, diffusive CFL: 1.07e-02
i:  410460, sim time:  3664.464, wall time: 1.229 hours, Δt:  0.0076, advective CFL: 5.00e-01, diffusive CFL: 1.07e-02
i:  410470, sim time:  3664.540, wall time: 1.229 hours, Δt:  0.0076, advective CFL: 5.00e-01, diffusive CFL: 1.07e-02
i:  410480, sim time:  3664.616, wall time: 1.229 hours, Δt:  0.0076, advective CFL: 4.98e-01, diffusive CFL: 1.07e-02
i:  410490, sim time:  3664.691, wall time: 1.229 hours, Δt:  0.0076, advective CFL: 4.97e-01, diffusive CFL: 1.07e-02
i:  410500, sim time:  3664.767, wall time: 1.229 hours, Δt:  0.0076, advective CFL: 5.00e-01, diffusive CFL: 1.08e-02
i:  410510, sim time:  3664.843, wall time: 1.229 hours, Δt:  0.0076, advective CFL: 4.97e-01, diffusive CFL: 1.08e-02
i:  410520, sim time:  3664.919, wall time: 1.229 hours, Δt:  0.0076, advective CFL: 4.94e-01, diffusive CFL: 1.08e-02
i:  410530, sim time:  3664.996, wall time: 1.229 hours, Δt:  0.0076, advective CFL: 4.90e-01, diffusive CFL: 1.08e-02
i:  410540, sim time:  3665.069, wall time: 1.229 hours, Δt:  0.0076, advective CFL: 4.87e-01, diffusive CFL: 1.08e-02
i:  410550, sim time:  3665.145, wall time: 1.229 hours, Δt:  0.0079, advective CFL: 5.00e-01, diffusive CFL: 1.12e-02
i:  410560, sim time:  3665.224, wall time: 1.229 hours, Δt:  0.0079, advective CFL: 4.96e-01, diffusive CFL: 1.12e-02
i:  410570, sim time:  3665.303, wall time: 1.229 hours, Δt:  0.0079, advective CFL: 4.92e-01, diffusive CFL: 1.12e-02
i:  410580, sim time:  3665.383, wall time: 1.229 hours, Δt:  0.0079, advective CFL: 4.89e-01, diffusive CFL: 1.12e-02
i:  410590, sim time:  3665.462, wall time: 1.229 hours, Δt:  0.0079, advective CFL: 4.85e-01, diffusive CFL: 1.12e-02
i:  410600, sim time:  3665.541, wall time: 1.229 hours, Δt:  0.0082, advective CFL: 5.00e-01, diffusive CFL: 1.16e-02
i:  410610, sim time:  3665.623, wall time: 1.229 hours, Δt:  0.0082, advective CFL: 4.97e-01, diffusive CFL: 1.16e-02
i:  410620, sim time:  3665.705, wall time: 1.229 hours, Δt:  0.0082, advective CFL: 4.94e-01, diffusive CFL: 1.16e-02
i:  410630, sim time:  3665.787, wall time: 1.229 hours, Δt:  0.0082, advective CFL: 4.91e-01, diffusive CFL: 1.16e-02
i:  410640, sim time:  3665.869, wall time: 1.229 hours, Δt:  0.0082, advective CFL: 4.89e-01, diffusive CFL: 1.16e-02
i:  410650, sim time:  3665.951, wall time: 1.229 hours, Δt:  0.0084, advective CFL: 5.00e-01, diffusive CFL: 1.19e-02
i:  410660, sim time:  3666.034, wall time: 1.229 hours, Δt:  0.0084, advective CFL: 4.98e-01, diffusive CFL: 1.19e-02
i:  410670, sim time:  3666.118, wall time: 1.230 hours, Δt:  0.0084, advective CFL: 4.96e-01, diffusive CFL: 1.19e-02
i:  410680, sim time:  3666.202, wall time: 1.230 hours, Δt:  0.0084, advective CFL: 4.94e-01, diffusive CFL: 1.19e-02
i:  410690, sim time:  3666.287, wall time: 1.230 hours, Δt:  0.0084, advective CFL: 4.92e-01, diffusive CFL: 1.19e-02
i:  410700, sim time:  3666.371, wall time: 1.230 hours, Δt:  0.0086, advective CFL: 5.00e-01, diffusive CFL: 1.22e-02
i:  410710, sim time:  3666.457, wall time: 1.230 hours, Δt:  0.0086, advective CFL: 4.98e-01, diffusive CFL: 1.22e-02
i:  410720, sim time:  3666.543, wall time: 1.230 hours, Δt:  0.0086, advective CFL: 4.97e-01, diffusive CFL: 1.22e-02
i:  410730, sim time:  3666.629, wall time: 1.230 hours, Δt:  0.0086, advective CFL: 4.95e-01, diffusive CFL: 1.22e-02
i:  410740, sim time:  3666.715, wall time: 1.230 hours, Δt:  0.0086, advective CFL: 4.93e-01, diffusive CFL: 1.22e-02
i:  410750, sim time:  3666.801, wall time: 1.230 hours, Δt:  0.0087, advective CFL: 5.00e-01, diffusive CFL: 1.24e-02
i:  410760, sim time:  3666.888, wall time: 1.230 hours, Δt:  0.0087, advective CFL: 4.98e-01, diffusive CFL: 1.24e-02
i:  410770, sim time:  3666.975, wall time: 1.230 hours, Δt:  0.0087, advective CFL: 4.96e-01, diffusive CFL: 1.24e-02
i:  410780, sim time:  3667.061, wall time: 1.230 hours, Δt:  0.0087, advective CFL: 4.94e-01, diffusive CFL: 1.24e-02
i:  410790, sim time:  3667.149, wall time: 1.230 hours, Δt:  0.0087, advective CFL: 4.92e-01, diffusive CFL: 1.24e-02
i:  410800, sim time:  3667.236, wall time: 1.230 hours, Δt:  0.0089, advective CFL: 5.00e-01, diffusive CFL: 1.26e-02
i:  410810, sim time:  3667.325, wall time: 1.230 hours, Δt:  0.0089, advective CFL: 4.98e-01, diffusive CFL: 1.26e-02
i:  410820, sim time:  3667.415, wall time: 1.230 hours, Δt:  0.0089, advective CFL: 4.96e-01, diffusive CFL: 1.26e-02
i:  410830, sim time:  3667.504, wall time: 1.230 hours, Δt:  0.0089, advective CFL: 4.93e-01, diffusive CFL: 1.26e-02
i:  410840, sim time:  3667.593, wall time: 1.230 hours, Δt:  0.0089, advective CFL: 4.91e-01, diffusive CFL: 1.26e-02
i:  410850, sim time:  3667.683, wall time: 1.230 hours, Δt:  0.0091, advective CFL: 5.00e-01, diffusive CFL: 1.29e-02
i:  410860, sim time:  3667.774, wall time: 1.230 hours, Δt:  0.0091, advective CFL: 4.98e-01, diffusive CFL: 1.29e-02
i:  410870, sim time:  3667.865, wall time: 1.230 hours, Δt:  0.0091, advective CFL: 4.96e-01, diffusive CFL: 1.29e-02
i:  410880, sim time:  3667.956, wall time: 1.230 hours, Δt:  0.0091, advective CFL: 4.94e-01, diffusive CFL: 1.29e-02
i:  410890, sim time:  3668.046, wall time: 1.230 hours, Δt:  0.0091, advective CFL: 4.95e-01, diffusive CFL: 1.29e-02
i:  410900, sim time:  3668.137, wall time: 1.230 hours, Δt:  0.0092, advective CFL: 5.00e-01, diffusive CFL: 1.31e-02
i:  410910, sim time:  3668.229, wall time: 1.230 hours, Δt:  0.0092, advective CFL: 4.98e-01, diffusive CFL: 1.31e-02
i:  410920, sim time:  3668.321, wall time: 1.230 hours, Δt:  0.0092, advective CFL: 4.93e-01, diffusive CFL: 1.31e-02
i:  410930, sim time:  3668.414, wall time: 1.230 hours, Δt:  0.0092, advective CFL: 4.89e-01, diffusive CFL: 1.31e-02
i:  410940, sim time:  3668.506, wall time: 1.230 hours, Δt:  0.0092, advective CFL: 4.87e-01, diffusive CFL: 1.31e-02
i:  410950, sim time:  3668.598, wall time: 1.230 hours, Δt:  0.0095, advective CFL: 5.00e-01, diffusive CFL: 1.35e-02
i:  410960, sim time:  3668.693, wall time: 1.230 hours, Δt:  0.0095, advective CFL: 5.08e-01, diffusive CFL: 1.35e-02
i:  410970, sim time:  3668.788, wall time: 1.230 hours, Δt:  0.0095, advective CFL: 5.16e-01, diffusive CFL: 1.35e-02
i:  410980, sim time:  3668.883, wall time: 1.230 hours, Δt:  0.0095, advective CFL: 5.24e-01, diffusive CFL: 1.35e-02
i:  410990, sim time:  3668.978, wall time: 1.230 hours, Δt:  0.0095, advective CFL: 5.31e-01, diffusive CFL: 1.35e-02
i:  411000, sim time:  3669.067, wall time: 1.230 hours, Δt:  0.0088, advective CFL: 5.00e-01, diffusive CFL: 1.25e-02
i:  411010, sim time:  3669.155, wall time: 1.230 hours, Δt:  0.0088, advective CFL: 5.06e-01, diffusive CFL: 1.25e-02
i:  411020, sim time:  3669.243, wall time: 1.230 hours, Δt:  0.0088, advective CFL: 5.11e-01, diffusive CFL: 1.25e-02
i:  411030, sim time:  3669.331, wall time: 1.230 hours, Δt:  0.0088, advective CFL: 5.15e-01, diffusive CFL: 1.25e-02
i:  411040, sim time:  3669.420, wall time: 1.230 hours, Δt:  0.0088, advective CFL: 5.15e-01, diffusive CFL: 1.25e-02
i:  411050, sim time:  3669.508, wall time: 1.230 hours, Δt:  0.0087, advective CFL: 5.00e-01, diffusive CFL: 1.23e-02
i:  411060, sim time:  3669.595, wall time: 1.230 hours, Δt:  0.0087, advective CFL: 4.85e-01, diffusive CFL: 1.23e-02
i:  411070, sim time:  3669.682, wall time: 1.230 hours, Δt:  0.0087, advective CFL: 4.61e-01, diffusive CFL: 1.23e-02
i:  411080, sim time:  3669.769, wall time: 1.230 hours, Δt:  0.0087, advective CFL: 4.53e-01, diffusive CFL: 1.23e-02
i:  411090, sim time:  3669.856, wall time: 1.230 hours, Δt:  0.0087, advective CFL: 4.71e-01, diffusive CFL: 1.23e-02
i:  411100, sim time:  3669.942, wall time: 1.230 hours, Δt:  0.0089, advective CFL: 5.00e-01, diffusive CFL: 1.27e-02
i:  411110, sim time:  3670.027, wall time: 1.231 hours, Δt:  0.0089, advective CFL: 5.11e-01, diffusive CFL: 1.27e-02
i:  411120, sim time:  3670.116, wall time: 1.231 hours, Δt:  0.0089, advective CFL: 5.19e-01, diffusive CFL: 1.27e-02
i:  411130, sim time:  3670.205, wall time: 1.231 hours, Δt:  0.0089, advective CFL: 5.24e-01, diffusive CFL: 1.27e-02
i:  411140, sim time:  3670.295, wall time: 1.231 hours, Δt:  0.0089, advective CFL: 5.28e-01, diffusive CFL: 1.27e-02
i:  411150, sim time:  3670.384, wall time: 1.231 hours, Δt:  0.0084, advective CFL: 5.00e-01, diffusive CFL: 1.19e-02
i:  411160, sim time:  3670.468, wall time: 1.231 hours, Δt:  0.0084, advective CFL: 5.01e-01, diffusive CFL: 1.19e-02
i:  411170, sim time:  3670.552, wall time: 1.231 hours, Δt:  0.0084, advective CFL: 5.02e-01, diffusive CFL: 1.19e-02
i:  411180, sim time:  3670.636, wall time: 1.231 hours, Δt:  0.0084, advective CFL: 5.01e-01, diffusive CFL: 1.19e-02
i:  411190, sim time:  3670.721, wall time: 1.231 hours, Δt:  0.0084, advective CFL: 5.00e-01, diffusive CFL: 1.19e-02
i:  411200, sim time:  3670.805, wall time: 1.231 hours, Δt:  0.0084, advective CFL: 5.00e-01, diffusive CFL: 1.20e-02
i:  411210, sim time:  3670.889, wall time: 1.231 hours, Δt:  0.0084, advective CFL: 4.97e-01, diffusive CFL: 1.20e-02
i:  411220, sim time:  3670.974, wall time: 1.231 hours, Δt:  0.0084, advective CFL: 4.94e-01, diffusive CFL: 1.20e-02
i:  411230, sim time:  3671.051, wall time: 1.231 hours, Δt:  0.0084, advective CFL: 4.91e-01, diffusive CFL: 1.20e-02
i:  411240, sim time:  3671.135, wall time: 1.231 hours, Δt:  0.0084, advective CFL: 4.87e-01, diffusive CFL: 1.20e-02
i:  411250, sim time:  3671.220, wall time: 1.231 hours, Δt:  0.0088, advective CFL: 5.00e-01, diffusive CFL: 1.24e-02
i:  411260, sim time:  3671.307, wall time: 1.231 hours, Δt:  0.0088, advective CFL: 4.96e-01, diffusive CFL: 1.24e-02
i:  411270, sim time:  3671.395, wall time: 1.231 hours, Δt:  0.0088, advective CFL: 4.91e-01, diffusive CFL: 1.24e-02
i:  411280, sim time:  3671.482, wall time: 1.231 hours, Δt:  0.0088, advective CFL: 4.86e-01, diffusive CFL: 1.24e-02
i:  411290, sim time:  3671.570, wall time: 1.231 hours, Δt:  0.0088, advective CFL: 4.81e-01, diffusive CFL: 1.24e-02
i:  411300, sim time:  3671.657, wall time: 1.231 hours, Δt:  0.0092, advective CFL: 5.00e-01, diffusive CFL: 1.30e-02
i:  411310, sim time:  3671.749, wall time: 1.231 hours, Δt:  0.0092, advective CFL: 4.95e-01, diffusive CFL: 1.30e-02
i:  411320, sim time:  3671.841, wall time: 1.231 hours, Δt:  0.0092, advective CFL: 4.90e-01, diffusive CFL: 1.30e-02
i:  411330, sim time:  3671.933, wall time: 1.231 hours, Δt:  0.0092, advective CFL: 4.86e-01, diffusive CFL: 1.30e-02
i:  411340, sim time:  3672.018, wall time: 1.231 hours, Δt:  0.0092, advective CFL: 4.81e-01, diffusive CFL: 1.30e-02
i:  411350, sim time:  3672.110, wall time: 1.231 hours, Δt:  0.0096, advective CFL: 5.00e-01, diffusive CFL: 1.36e-02
i:  411360, sim time:  3672.207, wall time: 1.231 hours, Δt:  0.0096, advective CFL: 4.95e-01, diffusive CFL: 1.36e-02
i:  411370, sim time:  3672.303, wall time: 1.231 hours, Δt:  0.0096, advective CFL: 4.91e-01, diffusive CFL: 1.36e-02
i:  411380, sim time:  3672.399, wall time: 1.231 hours, Δt:  0.0096, advective CFL: 4.87e-01, diffusive CFL: 1.36e-02
i:  411390, sim time:  3672.495, wall time: 1.231 hours, Δt:  0.0096, advective CFL: 4.83e-01, diffusive CFL: 1.36e-02
i:  411400, sim time:  3672.592, wall time: 1.231 hours, Δt:  0.0100, advective CFL: 5.00e-01, diffusive CFL: 1.42e-02
i:  411410, sim time:  3672.692, wall time: 1.231 hours, Δt:  0.0100, advective CFL: 5.01e-01, diffusive CFL: 1.42e-02
i:  411420, sim time:  3672.792, wall time: 1.231 hours, Δt:  0.0100, advective CFL: 5.04e-01, diffusive CFL: 1.42e-02
i:  411430, sim time:  3672.893, wall time: 1.231 hours, Δt:  0.0100, advective CFL: 5.06e-01, diffusive CFL: 1.42e-02
i:  411440, sim time:  3672.993, wall time: 1.231 hours, Δt:  0.0100, advective CFL: 5.07e-01, diffusive CFL: 1.42e-02
i:  411450, sim time:  3673.090, wall time: 1.231 hours, Δt:  0.0099, advective CFL: 5.00e-01, diffusive CFL: 1.40e-02
i:  411460, sim time:  3673.189, wall time: 1.231 hours, Δt:  0.0099, advective CFL: 4.98e-01, diffusive CFL: 1.40e-02
i:  411470, sim time:  3673.288, wall time: 1.231 hours, Δt:  0.0099, advective CFL: 4.96e-01, diffusive CFL: 1.40e-02
i:  411480, sim time:  3673.387, wall time: 1.231 hours, Δt:  0.0099, advective CFL: 4.93e-01, diffusive CFL: 1.40e-02
i:  411490, sim time:  3673.486, wall time: 1.231 hours, Δt:  0.0099, advective CFL: 4.92e-01, diffusive CFL: 1.40e-02
i:  411500, sim time:  3673.585, wall time: 1.231 hours, Δt:  0.0101, advective CFL: 5.00e-01, diffusive CFL: 1.42e-02
i:  411510, sim time:  3673.686, wall time: 1.231 hours, Δt:  0.0101, advective CFL: 5.00e-01, diffusive CFL: 1.42e-02
i:  411520, sim time:  3673.786, wall time: 1.231 hours, Δt:  0.0101, advective CFL: 5.00e-01, diffusive CFL: 1.42e-02
i:  411530, sim time:  3673.887, wall time: 1.231 hours, Δt:  0.0101, advective CFL: 4.99e-01, diffusive CFL: 1.42e-02
i:  411540, sim time:  3673.988, wall time: 1.231 hours, Δt:  0.0101, advective CFL: 4.99e-01, diffusive CFL: 1.42e-02
i:  411550, sim time:  3674.080, wall time: 1.231 hours, Δt:  0.0101, advective CFL: 5.00e-01, diffusive CFL: 1.43e-02
i:  411560, sim time:  3674.181, wall time: 1.232 hours, Δt:  0.0101, advective CFL: 4.99e-01, diffusive CFL: 1.43e-02
i:  411570, sim time:  3674.282, wall time: 1.232 hours, Δt:  0.0101, advective CFL: 4.98e-01, diffusive CFL: 1.43e-02
i:  411580, sim time:  3674.383, wall time: 1.232 hours, Δt:  0.0101, advective CFL: 4.95e-01, diffusive CFL: 1.43e-02
i:  411590, sim time:  3674.484, wall time: 1.232 hours, Δt:  0.0101, advective CFL: 4.92e-01, diffusive CFL: 1.43e-02
i:  411600, sim time:  3674.585, wall time: 1.232 hours, Δt:  0.0104, advective CFL: 5.00e-01, diffusive CFL: 1.47e-02
i:  411610, sim time:  3674.688, wall time: 1.232 hours, Δt:  0.0104, advective CFL: 4.93e-01, diffusive CFL: 1.47e-02
i:  411620, sim time:  3674.792, wall time: 1.232 hours, Δt:  0.0104, advective CFL: 4.82e-01, diffusive CFL: 1.47e-02
i:  411630, sim time:  3674.896, wall time: 1.232 hours, Δt:  0.0104, advective CFL: 4.68e-01, diffusive CFL: 1.47e-02
i:  411640, sim time:  3674.999, wall time: 1.232 hours, Δt:  0.0104, advective CFL: 4.55e-01, diffusive CFL: 1.47e-02
i:  411650, sim time:  3675.093, wall time: 1.232 hours, Δt:  0.0112, advective CFL: 5.00e-01, diffusive CFL: 1.59e-02
i:  411660, sim time:  3675.206, wall time: 1.232 hours, Δt:  0.0112, advective CFL: 5.24e-01, diffusive CFL: 1.59e-02
i:  411670, sim time:  3675.318, wall time: 1.232 hours, Δt:  0.0112, advective CFL: 5.46e-01, diffusive CFL: 1.59e-02
i:  411680, sim time:  3675.430, wall time: 1.232 hours, Δt:  0.0112, advective CFL: 5.66e-01, diffusive CFL: 1.59e-02
i:  411690, sim time:  3675.543, wall time: 1.232 hours, Δt:  0.0112, advective CFL: 5.82e-01, diffusive CFL: 1.59e-02
i:  411700, sim time:  3675.655, wall time: 1.232 hours, Δt:  0.0094, advective CFL: 5.00e-01, diffusive CFL: 1.34e-02
i:  411710, sim time:  3675.749, wall time: 1.232 hours, Δt:  0.0094, advective CFL: 5.08e-01, diffusive CFL: 1.34e-02
i:  411720, sim time:  3675.844, wall time: 1.232 hours, Δt:  0.0094, advective CFL: 5.14e-01, diffusive CFL: 1.34e-02
i:  411730, sim time:  3675.938, wall time: 1.232 hours, Δt:  0.0094, advective CFL: 5.20e-01, diffusive CFL: 1.34e-02
i:  411740, sim time:  3676.028, wall time: 1.232 hours, Δt:  0.0094, advective CFL: 5.25e-01, diffusive CFL: 1.34e-02
i:  411750, sim time:  3676.123, wall time: 1.232 hours, Δt:  0.0089, advective CFL: 5.00e-01, diffusive CFL: 1.26e-02
i:  411760, sim time:  3676.212, wall time: 1.232 hours, Δt:  0.0089, advective CFL: 5.03e-01, diffusive CFL: 1.26e-02
i:  411770, sim time:  3676.301, wall time: 1.232 hours, Δt:  0.0089, advective CFL: 5.04e-01, diffusive CFL: 1.26e-02
i:  411780, sim time:  3676.391, wall time: 1.232 hours, Δt:  0.0089, advective CFL: 5.05e-01, diffusive CFL: 1.26e-02
