i:      0, sim time:  0.000, wall time:  0 seconds, Δt:  0.0101, advective CFL: 0.00e+00, diffusive CFL: 1.43e-02
i:  411790, sim time:  3676.480, wall time: 1.232 hours, Δt:  0.0089, advective CFL: 5.05e-01, diffusive CFL: 1.26e-02
i:  411800, sim time:  3676.569, wall time: 1.232 hours, Δt:  0.0087, advective CFL: 5.00e-01, diffusive CFL: 1.23e-02
i:  411810, sim time:  3676.656, wall time: 1.232 hours, Δt:  0.0087, advective CFL: 5.08e-01, diffusive CFL: 1.23e-02
i:  411820, sim time:  3676.744, wall time: 1.232 hours, Δt:  0.0087, advective CFL: 5.15e-01, diffusive CFL: 1.23e-02
i:  411830, sim time:  3676.831, wall time: 1.232 hours, Δt:  0.0087, advective CFL: 5.23e-01, diffusive CFL: 1.23e-02
i:  411840, sim time:  3676.918, wall time: 1.232 hours, Δt:  0.0087, advective CFL: 5.30e-01, diffusive CFL: 1.23e-02
i:  411850, sim time:  3677.000, wall time: 1.232 hours, Δt:  0.0081, advective CFL: 5.00e-01, diffusive CFL: 1.15e-02
i:  411860, sim time:  3677.081, wall time: 1.232 hours, Δt:  0.0081, advective CFL: 5.02e-01, diffusive CFL: 1.15e-02
i:  411870, sim time:  3677.163, wall time: 1.232 hours, Δt:  0.0081, advective CFL: 4.98e-01, diffusive CFL: 1.15e-02
i:  411880, sim time:  3677.244, wall time: 1.232 hours, Δt:  0.0081, advective CFL: 4.90e-01, diffusive CFL: 1.15e-02
i:  411890, sim time:  3677.326, wall time: 1.232 hours, Δt:  0.0081, advective CFL: 4.76e-01, diffusive CFL: 1.15e-02
i:  411900, sim time:  3677.407, wall time: 1.232 hours, Δt:  0.0089, advective CFL: 5.00e-01, diffusive CFL: 1.26e-02
i:  411910, sim time:  3677.496, wall time: 1.232 hours, Δt:  0.0089, advective CFL: 5.14e-01, diffusive CFL: 1.26e-02
i:  411920, sim time:  3677.585, wall time: 1.232 hours, Δt:  0.0089, advective CFL: 5.37e-01, diffusive CFL: 1.26e-02
i:  411930, sim time:  3677.673, wall time: 1.232 hours, Δt:  0.0089, advective CFL: 5.50e-01, diffusive CFL: 1.26e-02
i:  411940, sim time:  3677.762, wall time: 1.232 hours, Δt:  0.0089, advective CFL: 5.57e-01, diffusive CFL: 1.26e-02
i:  411950, sim time:  3677.851, wall time: 1.232 hours, Δt:  0.0079, advective CFL: 5.00e-01, diffusive CFL: 1.12e-02
i:  411960, sim time:  3677.930, wall time: 1.232 hours, Δt:  0.0079, advective CFL: 5.00e-01, diffusive CFL: 1.12e-02
i:  411970, sim time:  3678.008, wall time: 1.232 hours, Δt:  0.0079, advective CFL: 4.99e-01, diffusive CFL: 1.12e-02
i:  411980, sim time:  3678.087, wall time: 1.232 hours, Δt:  0.0079, advective CFL: 4.97e-01, diffusive CFL: 1.12e-02
i:  411990, sim time:  3678.166, wall time: 1.232 hours, Δt:  0.0079, advective CFL: 4.94e-01, diffusive CFL: 1.12e-02
i:  412000, sim time:  3678.245, wall time: 1.232 hours, Δt:  0.0080, advective CFL: 5.00e-01, diffusive CFL: 1.14e-02
i:  412010, sim time:  3678.326, wall time: 1.233 hours, Δt:  0.0080, advective CFL: 4.97e-01, diffusive CFL: 1.14e-02
i:  412020, sim time:  3678.406, wall time: 1.233 hours, Δt:  0.0080, advective CFL: 4.94e-01, diffusive CFL: 1.14e-02
i:  412030, sim time:  3678.487, wall time: 1.233 hours, Δt:  0.0080, advective CFL: 4.91e-01, diffusive CFL: 1.14e-02
i:  412040, sim time:  3678.567, wall time: 1.233 hours, Δt:  0.0080, advective CFL: 4.88e-01, diffusive CFL: 1.14e-02
i:  412050, sim time:  3678.648, wall time: 1.233 hours, Δt:  0.0083, advective CFL: 5.00e-01, diffusive CFL: 1.17e-02
i:  412060, sim time:  3678.730, wall time: 1.233 hours, Δt:  0.0083, advective CFL: 4.98e-01, diffusive CFL: 1.17e-02
i:  412070, sim time:  3678.813, wall time: 1.233 hours, Δt:  0.0083, advective CFL: 4.96e-01, diffusive CFL: 1.17e-02
i:  412080, sim time:  3678.896, wall time: 1.233 hours, Δt:  0.0083, advective CFL: 4.95e-01, diffusive CFL: 1.17e-02
i:  412090, sim time:  3678.979, wall time: 1.233 hours, Δt:  0.0083, advective CFL: 4.94e-01, diffusive CFL: 1.17e-02
i:  412100, sim time:  3679.058, wall time: 1.233 hours, Δt:  0.0084, advective CFL: 5.00e-01, diffusive CFL: 1.19e-02
i:  412110, sim time:  3679.142, wall time: 1.233 hours, Δt:  0.0084, advective CFL: 5.00e-01, diffusive CFL: 1.19e-02
i:  412120, sim time:  3679.226, wall time: 1.233 hours, Δt:  0.0084, advective CFL: 5.01e-01, diffusive CFL: 1.19e-02
i:  412130, sim time:  3679.310, wall time: 1.233 hours, Δt:  0.0084, advective CFL: 5.03e-01, diffusive CFL: 1.19e-02
i:  412140, sim time:  3679.394, wall time: 1.233 hours, Δt:  0.0084, advective CFL: 5.06e-01, diffusive CFL: 1.19e-02
i:  412150, sim time:  3679.478, wall time: 1.233 hours, Δt:  0.0082, advective CFL: 5.00e-01, diffusive CFL: 1.17e-02
i:  412160, sim time:  3679.560, wall time: 1.233 hours, Δt:  0.0082, advective CFL: 5.03e-01, diffusive CFL: 1.17e-02
i:  412170, sim time:  3679.643, wall time: 1.233 hours, Δt:  0.0082, advective CFL: 5.06e-01, diffusive CFL: 1.17e-02
i:  412180, sim time:  3679.725, wall time: 1.233 hours, Δt:  0.0082, advective CFL: 5.07e-01, diffusive CFL: 1.17e-02
i:  412190, sim time:  3679.808, wall time: 1.233 hours, Δt:  0.0082, advective CFL: 5.07e-01, diffusive CFL: 1.17e-02
i:  412200, sim time:  3679.890, wall time: 1.233 hours, Δt:  0.0081, advective CFL: 5.00e-01, diffusive CFL: 1.15e-02
i:  412210, sim time:  3679.972, wall time: 1.233 hours, Δt:  0.0081, advective CFL: 4.97e-01, diffusive CFL: 1.15e-02
i:  412220, sim time:  3680.049, wall time: 1.233 hours, Δt:  0.0081, advective CFL: 4.93e-01, diffusive CFL: 1.15e-02
i:  412230, sim time:  3680.130, wall time: 1.233 hours, Δt:  0.0081, advective CFL: 4.87e-01, diffusive CFL: 1.15e-02
i:  412240, sim time:  3680.212, wall time: 1.233 hours, Δt:  0.0081, advective CFL: 4.80e-01, diffusive CFL: 1.15e-02
i:  412250, sim time:  3680.293, wall time: 1.233 hours, Δt:  0.0086, advective CFL: 5.00e-01, diffusive CFL: 1.22e-02
i:  412260, sim time:  3680.380, wall time: 1.233 hours, Δt:  0.0086, advective CFL: 4.91e-01, diffusive CFL: 1.22e-02
i:  412270, sim time:  3680.466, wall time: 1.233 hours, Δt:  0.0086, advective CFL: 4.83e-01, diffusive CFL: 1.22e-02
i:  412280, sim time:  3680.552, wall time: 1.233 hours, Δt:  0.0086, advective CFL: 4.74e-01, diffusive CFL: 1.22e-02
i:  412290, sim time:  3680.638, wall time: 1.233 hours, Δt:  0.0086, advective CFL: 4.65e-01, diffusive CFL: 1.22e-02
i:  412300, sim time:  3680.724, wall time: 1.233 hours, Δt:  0.0094, advective CFL: 5.00e-01, diffusive CFL: 1.33e-02
i:  412310, sim time:  3680.819, wall time: 1.233 hours, Δt:  0.0094, advective CFL: 4.98e-01, diffusive CFL: 1.33e-02
i:  412320, sim time:  3680.913, wall time: 1.233 hours, Δt:  0.0094, advective CFL: 4.97e-01, diffusive CFL: 1.33e-02
i:  412330, sim time:  3681.000, wall time: 1.233 hours, Δt:  0.0094, advective CFL: 4.96e-01, diffusive CFL: 1.33e-02
i:  412340, sim time:  3681.094, wall time: 1.233 hours, Δt:  0.0094, advective CFL: 5.00e-01, diffusive CFL: 1.33e-02
i:  412350, sim time:  3681.188, wall time: 1.233 hours, Δt:  0.0093, advective CFL: 5.00e-01, diffusive CFL: 1.31e-02
i:  412360, sim time:  3681.281, wall time: 1.233 hours, Δt:  0.0093, advective CFL: 5.07e-01, diffusive CFL: 1.31e-02
i:  412370, sim time:  3681.374, wall time: 1.233 hours, Δt:  0.0093, advective CFL: 5.13e-01, diffusive CFL: 1.31e-02
i:  412380, sim time:  3681.467, wall time: 1.233 hours, Δt:  0.0093, advective CFL: 5.20e-01, diffusive CFL: 1.31e-02
i:  412390, sim time:  3681.560, wall time: 1.233 hours, Δt:  0.0093, advective CFL: 5.26e-01, diffusive CFL: 1.31e-02
i:  412400, sim time:  3681.653, wall time: 1.233 hours, Δt:  0.0087, advective CFL: 5.00e-01, diffusive CFL: 1.24e-02
i:  412410, sim time:  3681.740, wall time: 1.233 hours, Δt:  0.0087, advective CFL: 5.05e-01, diffusive CFL: 1.24e-02
i:  412420, sim time:  3681.827, wall time: 1.233 hours, Δt:  0.0087, advective CFL: 5.09e-01, diffusive CFL: 1.24e-02
i:  412430, sim time:  3681.914, wall time: 1.233 hours, Δt:  0.0087, advective CFL: 5.11e-01, diffusive CFL: 1.24e-02
i:  412440, sim time:  3682.000, wall time: 1.233 hours, Δt:  0.0087, advective CFL: 5.09e-01, diffusive CFL: 1.24e-02
i:  412450, sim time:  3682.087, wall time: 1.234 hours, Δt:  0.0087, advective CFL: 5.00e-01, diffusive CFL: 1.23e-02
i:  412460, sim time:  3682.174, wall time: 1.234 hours, Δt:  0.0087, advective CFL: 4.84e-01, diffusive CFL: 1.23e-02
i:  412470, sim time:  3682.261, wall time: 1.234 hours, Δt:  0.0087, advective CFL: 4.60e-01, diffusive CFL: 1.23e-02
i:  412480, sim time:  3682.348, wall time: 1.234 hours, Δt:  0.0087, advective CFL: 4.60e-01, diffusive CFL: 1.23e-02
i:  412490, sim time:  3682.436, wall time: 1.234 hours, Δt:  0.0087, advective CFL: 4.73e-01, diffusive CFL: 1.23e-02
i:  412500, sim time:  3682.523, wall time: 1.234 hours, Δt:  0.0091, advective CFL: 5.00e-01, diffusive CFL: 1.28e-02
i:  412510, sim time:  3682.613, wall time: 1.234 hours, Δt:  0.0091, advective CFL: 5.05e-01, diffusive CFL: 1.28e-02
i:  412520, sim time:  3682.704, wall time: 1.234 hours, Δt:  0.0091, advective CFL: 5.08e-01, diffusive CFL: 1.28e-02
i:  412530, sim time:  3682.794, wall time: 1.234 hours, Δt:  0.0091, advective CFL: 5.10e-01, diffusive CFL: 1.28e-02
i:  412540, sim time:  3682.885, wall time: 1.234 hours, Δt:  0.0091, advective CFL: 5.11e-01, diffusive CFL: 1.28e-02
i:  412550, sim time:  3682.975, wall time: 1.234 hours, Δt:  0.0088, advective CFL: 5.00e-01, diffusive CFL: 1.25e-02
i:  412560, sim time:  3683.062, wall time: 1.234 hours, Δt:  0.0088, advective CFL: 5.01e-01, diffusive CFL: 1.25e-02
i:  412570, sim time:  3683.150, wall time: 1.234 hours, Δt:  0.0088, advective CFL: 5.03e-01, diffusive CFL: 1.25e-02
i:  412580, sim time:  3683.239, wall time: 1.234 hours, Δt:  0.0088, advective CFL: 5.05e-01, diffusive CFL: 1.25e-02
i:  412590, sim time:  3683.327, wall time: 1.234 hours, Δt:  0.0088, advective CFL: 5.06e-01, diffusive CFL: 1.25e-02
i:  412600, sim time:  3683.415, wall time: 1.234 hours, Δt:  0.0087, advective CFL: 5.00e-01, diffusive CFL: 1.23e-02
i:  412610, sim time:  3683.502, wall time: 1.234 hours, Δt:  0.0087, advective CFL: 5.00e-01, diffusive CFL: 1.23e-02
i:  412620, sim time:  3683.590, wall time: 1.234 hours, Δt:  0.0087, advective CFL: 4.99e-01, diffusive CFL: 1.23e-02
i:  412630, sim time:  3683.677, wall time: 1.234 hours, Δt:  0.0087, advective CFL: 4.96e-01, diffusive CFL: 1.23e-02
i:  412640, sim time:  3683.764, wall time: 1.234 hours, Δt:  0.0087, advective CFL: 4.93e-01, diffusive CFL: 1.23e-02
i:  412650, sim time:  3683.851, wall time: 1.234 hours, Δt:  0.0089, advective CFL: 5.00e-01, diffusive CFL: 1.26e-02
i:  412660, sim time:  3683.940, wall time: 1.234 hours, Δt:  0.0089, advective CFL: 4.94e-01, diffusive CFL: 1.26e-02
i:  412670, sim time:  3684.027, wall time: 1.234 hours, Δt:  0.0089, advective CFL: 4.88e-01, diffusive CFL: 1.26e-02
i:  412680, sim time:  3684.116, wall time: 1.234 hours, Δt:  0.0089, advective CFL: 4.82e-01, diffusive CFL: 1.26e-02
i:  412690, sim time:  3684.205, wall time: 1.234 hours, Δt:  0.0089, advective CFL: 4.75e-01, diffusive CFL: 1.26e-02
i:  412700, sim time:  3684.294, wall time: 1.234 hours, Δt:  0.0095, advective CFL: 5.00e-01, diffusive CFL: 1.35e-02
i:  412710, sim time:  3684.390, wall time: 1.234 hours, Δt:  0.0095, advective CFL: 4.93e-01, diffusive CFL: 1.35e-02
i:  412720, sim time:  3684.485, wall time: 1.234 hours, Δt:  0.0095, advective CFL: 4.87e-01, diffusive CFL: 1.35e-02
i:  412730, sim time:  3684.580, wall time: 1.234 hours, Δt:  0.0095, advective CFL: 4.83e-01, diffusive CFL: 1.35e-02
i:  412740, sim time:  3684.675, wall time: 1.234 hours, Δt:  0.0095, advective CFL: 4.92e-01, diffusive CFL: 1.35e-02
i:  412750, sim time:  3684.770, wall time: 1.234 hours, Δt:  0.0096, advective CFL: 5.00e-01, diffusive CFL: 1.36e-02
i:  412760, sim time:  3684.866, wall time: 1.234 hours, Δt:  0.0096, advective CFL: 5.01e-01, diffusive CFL: 1.36e-02
i:  412770, sim time:  3684.962, wall time: 1.234 hours, Δt:  0.0096, advective CFL: 5.01e-01, diffusive CFL: 1.36e-02
i:  412780, sim time:  3685.057, wall time: 1.234 hours, Δt:  0.0096, advective CFL: 4.98e-01, diffusive CFL: 1.36e-02
i:  412790, sim time:  3685.153, wall time: 1.234 hours, Δt:  0.0096, advective CFL: 4.96e-01, diffusive CFL: 1.36e-02
i:  412800, sim time:  3685.249, wall time: 1.234 hours, Δt:  0.0097, advective CFL: 5.00e-01, diffusive CFL: 1.38e-02
i:  412810, sim time:  3685.346, wall time: 1.234 hours, Δt:  0.0097, advective CFL: 4.97e-01, diffusive CFL: 1.38e-02
i:  412820, sim time:  3685.444, wall time: 1.234 hours, Δt:  0.0097, advective CFL: 4.95e-01, diffusive CFL: 1.38e-02
i:  412830, sim time:  3685.541, wall time: 1.234 hours, Δt:  0.0097, advective CFL: 4.93e-01, diffusive CFL: 1.38e-02
i:  412840, sim time:  3685.638, wall time: 1.234 hours, Δt:  0.0097, advective CFL: 4.92e-01, diffusive CFL: 1.38e-02
i:  412850, sim time:  3685.735, wall time: 1.234 hours, Δt:  0.0099, advective CFL: 5.00e-01, diffusive CFL: 1.40e-02
i:  412860, sim time:  3685.834, wall time: 1.234 hours, Δt:  0.0099, advective CFL: 4.99e-01, diffusive CFL: 1.40e-02
i:  412870, sim time:  3685.933, wall time: 1.234 hours, Δt:  0.0099, advective CFL: 4.98e-01, diffusive CFL: 1.40e-02
i:  412880, sim time:  3686.030, wall time: 1.234 hours, Δt:  0.0099, advective CFL: 4.97e-01, diffusive CFL: 1.40e-02
i:  412890, sim time:  3686.129, wall time: 1.234 hours, Δt:  0.0099, advective CFL: 4.94e-01, diffusive CFL: 1.40e-02
i:  412900, sim time:  3686.228, wall time: 1.235 hours, Δt:  0.0101, advective CFL: 5.00e-01, diffusive CFL: 1.43e-02
i:  412910, sim time:  3686.329, wall time: 1.235 hours, Δt:  0.0101, advective CFL: 4.95e-01, diffusive CFL: 1.43e-02
i:  412920, sim time:  3686.430, wall time: 1.235 hours, Δt:  0.0101, advective CFL: 4.88e-01, diffusive CFL: 1.43e-02
i:  412930, sim time:  3686.530, wall time: 1.235 hours, Δt:  0.0101, advective CFL: 4.81e-01, diffusive CFL: 1.43e-02
i:  412940, sim time:  3686.631, wall time: 1.235 hours, Δt:  0.0101, advective CFL: 4.74e-01, diffusive CFL: 1.43e-02
i:  412950, sim time:  3686.732, wall time: 1.235 hours, Δt:  0.0108, advective CFL: 5.00e-01, diffusive CFL: 1.53e-02
i:  412960, sim time:  3686.840, wall time: 1.235 hours, Δt:  0.0108, advective CFL: 4.91e-01, diffusive CFL: 1.53e-02
i:  412970, sim time:  3686.949, wall time: 1.235 hours, Δt:  0.0108, advective CFL: 4.81e-01, diffusive CFL: 1.53e-02
i:  412980, sim time:  3687.054, wall time: 1.235 hours, Δt:  0.0108, advective CFL: 4.71e-01, diffusive CFL: 1.53e-02
i:  412990, sim time:  3687.162, wall time: 1.235 hours, Δt:  0.0108, advective CFL: 4.61e-01, diffusive CFL: 1.53e-02
i:  413000, sim time:  3687.271, wall time: 1.235 hours, Δt:  0.0119, advective CFL: 4.99e-01, diffusive CFL: 1.69e-02
i:  413010, sim time:  3687.390, wall time: 1.235 hours, Δt:  0.0119, advective CFL: 4.95e-01, diffusive CFL: 1.69e-02
i:  413020, sim time:  3687.509, wall time: 1.235 hours, Δt:  0.0119, advective CFL: 4.91e-01, diffusive CFL: 1.69e-02
i:  413030, sim time:  3687.628, wall time: 1.235 hours, Δt:  0.0119, advective CFL: 4.86e-01, diffusive CFL: 1.69e-02
i:  413040, sim time:  3687.747, wall time: 1.235 hours, Δt:  0.0119, advective CFL: 4.82e-01, diffusive CFL: 1.69e-02
i:  413050, sim time:  3687.866, wall time: 1.235 hours, Δt:  0.0124, advective CFL: 5.00e-01, diffusive CFL: 1.76e-02
i:  413060, sim time:  3687.990, wall time: 1.235 hours, Δt:  0.0124, advective CFL: 5.04e-01, diffusive CFL: 1.76e-02
i:  413070, sim time:  3688.112, wall time: 1.235 hours, Δt:  0.0124, advective CFL: 5.13e-01, diffusive CFL: 1.76e-02
i:  413080, sim time:  3688.236, wall time: 1.235 hours, Δt:  0.0124, advective CFL: 5.35e-01, diffusive CFL: 1.76e-02
i:  413090, sim time:  3688.361, wall time: 1.235 hours, Δt:  0.0124, advective CFL: 5.78e-01, diffusive CFL: 1.76e-02
i:  413100, sim time:  3688.485, wall time: 1.235 hours, Δt:  0.0101, advective CFL: 5.00e-01, diffusive CFL: 1.43e-02
i:  413110, sim time:  3688.586, wall time: 1.235 hours, Δt:  0.0101, advective CFL: 5.20e-01, diffusive CFL: 1.43e-02
i:  413120, sim time:  3688.687, wall time: 1.235 hours, Δt:  0.0101, advective CFL: 5.36e-01, diffusive CFL: 1.43e-02
i:  413130, sim time:  3688.789, wall time: 1.235 hours, Δt:  0.0101, advective CFL: 5.46e-01, diffusive CFL: 1.43e-02
i:  413140, sim time:  3688.890, wall time: 1.235 hours, Δt:  0.0101, advective CFL: 5.51e-01, diffusive CFL: 1.43e-02
i:  413150, sim time:  3688.991, wall time: 1.235 hours, Δt:  0.0092, advective CFL: 5.00e-01, diffusive CFL: 1.30e-02
i:  413160, sim time:  3689.083, wall time: 1.235 hours, Δt:  0.0092, advective CFL: 4.98e-01, diffusive CFL: 1.30e-02
i:  413170, sim time:  3689.175, wall time: 1.235 hours, Δt:  0.0092, advective CFL: 4.96e-01, diffusive CFL: 1.30e-02
i:  413180, sim time:  3689.266, wall time: 1.235 hours, Δt:  0.0092, advective CFL: 4.93e-01, diffusive CFL: 1.30e-02
i:  413190, sim time:  3689.358, wall time: 1.235 hours, Δt:  0.0092, advective CFL: 4.91e-01, diffusive CFL: 1.30e-02
i:  413200, sim time:  3689.450, wall time: 1.235 hours, Δt:  0.0094, advective CFL: 5.00e-01, diffusive CFL: 1.33e-02
i:  413210, sim time:  3689.544, wall time: 1.235 hours, Δt:  0.0094, advective CFL: 4.98e-01, diffusive CFL: 1.33e-02
i:  413220, sim time:  3689.638, wall time: 1.235 hours, Δt:  0.0094, advective CFL: 4.97e-01, diffusive CFL: 1.33e-02
i:  413230, sim time:  3689.732, wall time: 1.235 hours, Δt:  0.0094, advective CFL: 4.96e-01, diffusive CFL: 1.33e-02
i:  413240, sim time:  3689.826, wall time: 1.235 hours, Δt:  0.0094, advective CFL: 4.94e-01, diffusive CFL: 1.33e-02
i:  413250, sim time:  3689.919, wall time: 1.235 hours, Δt:  0.0095, advective CFL: 5.00e-01, diffusive CFL: 1.35e-02
i:  413260, sim time:  3690.010, wall time: 1.235 hours, Δt:  0.0095, advective CFL: 4.98e-01, diffusive CFL: 1.35e-02
i:  413270, sim time:  3690.105, wall time: 1.235 hours, Δt:  0.0095, advective CFL: 4.95e-01, diffusive CFL: 1.35e-02
i:  413280, sim time:  3690.200, wall time: 1.235 hours, Δt:  0.0095, advective CFL: 4.91e-01, diffusive CFL: 1.35e-02
i:  413290, sim time:  3690.296, wall time: 1.235 hours, Δt:  0.0095, advective CFL: 4.87e-01, diffusive CFL: 1.35e-02
i:  413300, sim time:  3690.391, wall time: 1.235 hours, Δt:  0.0099, advective CFL: 5.00e-01, diffusive CFL: 1.40e-02
i:  413310, sim time:  3690.490, wall time: 1.235 hours, Δt:  0.0099, advective CFL: 4.95e-01, diffusive CFL: 1.40e-02
i:  413320, sim time:  3690.589, wall time: 1.235 hours, Δt:  0.0099, advective CFL: 4.89e-01, diffusive CFL: 1.40e-02
i:  413330, sim time:  3690.688, wall time: 1.235 hours, Δt:  0.0099, advective CFL: 4.84e-01, diffusive CFL: 1.40e-02
i:  413340, sim time:  3690.787, wall time: 1.235 hours, Δt:  0.0099, advective CFL: 4.87e-01, diffusive CFL: 1.40e-02
i:  413350, sim time:  3690.886, wall time: 1.236 hours, Δt:  0.0100, advective CFL: 5.00e-01, diffusive CFL: 1.42e-02
i:  413360, sim time:  3690.986, wall time: 1.236 hours, Δt:  0.0100, advective CFL: 5.05e-01, diffusive CFL: 1.42e-02
i:  413370, sim time:  3691.080, wall time: 1.236 hours, Δt:  0.0100, advective CFL: 5.09e-01, diffusive CFL: 1.42e-02
i:  413380, sim time:  3691.180, wall time: 1.236 hours, Δt:  0.0100, advective CFL: 5.14e-01, diffusive CFL: 1.42e-02
i:  413390, sim time:  3691.281, wall time: 1.236 hours, Δt:  0.0100, advective CFL: 5.20e-01, diffusive CFL: 1.42e-02
i:  413400, sim time:  3691.381, wall time: 1.236 hours, Δt:  0.0095, advective CFL: 5.00e-01, diffusive CFL: 1.34e-02
i:  413410, sim time:  3691.476, wall time: 1.236 hours, Δt:  0.0095, advective CFL: 5.08e-01, diffusive CFL: 1.34e-02
i:  413420, sim time:  3691.571, wall time: 1.236 hours, Δt:  0.0095, advective CFL: 5.16e-01, diffusive CFL: 1.34e-02
i:  413430, sim time:  3691.666, wall time: 1.236 hours, Δt:  0.0095, advective CFL: 5.22e-01, diffusive CFL: 1.34e-02
i:  413440, sim time:  3691.761, wall time: 1.236 hours, Δt:  0.0095, advective CFL: 5.27e-01, diffusive CFL: 1.34e-02
i:  413450, sim time:  3691.856, wall time: 1.236 hours, Δt:  0.0089, advective CFL: 5.00e-01, diffusive CFL: 1.27e-02
i:  413460, sim time:  3691.945, wall time: 1.236 hours, Δt:  0.0089, advective CFL: 5.04e-01, diffusive CFL: 1.27e-02
i:  413470, sim time:  3692.027, wall time: 1.236 hours, Δt:  0.0089, advective CFL: 5.07e-01, diffusive CFL: 1.27e-02
i:  413480, sim time:  3692.116, wall time: 1.236 hours, Δt:  0.0089, advective CFL: 5.10e-01, diffusive CFL: 1.27e-02
i:  413490, sim time:  3692.206, wall time: 1.236 hours, Δt:  0.0089, advective CFL: 5.10e-01, diffusive CFL: 1.27e-02
